AS16-M-0272||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0273||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0274||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0275||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0276||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0277||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0278||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0279||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0280||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0281||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0282||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0283||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0284||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0285||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0286||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0287||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0288||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0289||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0290||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0291||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0292||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0293||76.2||CSM|Vertical|||Dark|Mapping|3400|
AS16-M-0294||76.2||CSM|Vertical|||Dark|Mapping|3400|
